DriverNumber,BroadcastName,Abbreviation,DriverId,TeamName,TeamColor,TeamId,FirstName,LastName,FullName,HeadshotUrl,CountryCode,Position,ClassifiedPosition,GridPosition,Q1,Q2,Q3,Time,Status,Points,Laps,Year,RoundNumber,EventName,EventDate
35,S SIROTKIN,SIR,sirotkin,Williams,FFFFFF,williams,Sergey,Sirotkin,Sergey Sirotkin,,,18.0,,,0 days 00:01:44.998000,,,,,,,2018,13,Belgian Grand Prix,2018-08-26
18,L STROLL,STR,stroll,Williams,FFFFFF,williams,Lance,Stroll,Lance Stroll,,,19.0,,,0 days 00:01:45.134000,,,,,,,2018,13,Belgian Grand Prix,2018-08-26
2,S VANDOORNE,VAN,vandoorne,McLaren,FF8700,mclaren,Stoffel,Vandoorne,Stoffel Vandoorne,,,20.0,,,0 days 00:01:45.307000,,,,,,,2018,13,Belgian Grand Prix,2018-08-26
7,K RAIKKONEN,RAI,raikkonen,Ferrari,DC0000,ferrari,Kimi,Räikkönen,Kimi Räikkönen,,,1.0,,,0 days 00:01:20.722000,0 days 00:01:19.846000,0 days 00:01:19.119000,,,,,2018,14,Italian Grand Prix,2018-09-02
5,S VETTEL,VET,vettel,Ferrari,DC0000,ferrari,Sebastian,Vettel,Sebastian Vettel,,,2.0,,,0 days 00:01:20.542000,0 days 00:01:19.629000,0 days 00:01:19.280000,,,,,2018,14,Italian Grand Prix,2018-09-02
44,L HAMILTON,HAM,hamilton,Mercedes,00D2BE,mercedes,Lewis,Hamilton,Lewis Hamilton,,,3.0,,,0 days 00:01:20.810000,0 days 00:01:19.798000,0 days 00:01:19.294000,,,,,2018,14,Italian Grand Prix,2018-09-02
77,V BOTTAS,BOT,bottas,Mercedes,00D2BE,mercedes,Valtteri,Bottas,Valtteri Bottas,,,4.0,,,0 days 00:01:21.381000,0 days 00:01:20.427000,0 days 00:01:19.656000,,,,,2018,14,Italian Grand Prix,2018-09-02
33,M VERSTAPPEN,VER,max_verstappen,Red Bull Racing,1E41FF,red_bull,Max,Verstappen,Max Verstappen,,,5.0,,,0 days 00:01:21.381000,0 days 00:01:20.333000,0 days 00:01:20.615000,,,,,2018,14,Italian Grand Prix,2018-09-02
8,R GROSJEAN,GRO,grosjean,Haas F1 Team,828282,haas,Romain,Grosjean,Romain Grosjean,,,6.0,,,0 days 00:01:21.887000,0 days 00:01:21.239000,0 days 00:01:20.936000,,,,,2018,14,Italian Grand Prix,2018-09-02
55,C SAINZ,SAI,sainz,Renault,FFF500,renault,Carlos,Sainz,Carlos Sainz,,,7.0,,,0 days 00:01:21.732000,0 days 00:01:21.552000,0 days 00:01:21.041000,,,,,2018,14,Italian Grand Prix,2018-09-02
31,E OCON,OCO,ocon,Racing Point,f596c8,force_india,Esteban,Ocon,Esteban Ocon,,,8.0,,,0 days 00:01:21.570000,0 days 00:01:21.315000,0 days 00:01:21.099000,,,,,2018,14,Italian Grand Prix,2018-09-02
10,P GASLY,GAS,gasly,Toro Rosso,469BFF,toro_rosso,Pierre,Gasly,Pierre Gasly,,,9.0,,,0 days 00:01:21.834000,0 days 00:01:21.667000,0 days 00:01:21.350000,,,,,2018,14,Italian Grand Prix,2018-09-02
18,L STROLL,STR,stroll,Williams,FFFFFF,williams,Lance,Stroll,Lance Stroll,,,10.0,,,0 days 00:01:21.838000,0 days 00:01:21.494000,0 days 00:01:21.627000,,,,,2018,14,Italian Grand Prix,2018-09-02
20,K MAGNUSSEN,MAG,kevin_magnussen,Haas F1 Team,828282,haas,Kevin,Magnussen,Kevin Magnussen,,,11.0,,,0 days 00:01:21.783000,0 days 00:01:21.669000,,,,,,2018,14,Italian Grand Prix,2018-09-02
35,S SIROTKIN,SIR,sirotkin,Williams,FFFFFF,williams,Sergey,Sirotkin,Sergey Sirotkin,,,12.0,,,0 days 00:01:21.813000,0 days 00:01:21.732000,,,,,,2018,14,Italian Grand Prix,2018-09-02
14,F ALONSO,ALO,alonso,McLaren,FF8700,mclaren,Fernando,Alonso,Fernando Alonso,,,13.0,,,0 days 00:01:21.850000,0 days 00:01:22.568000,,,,,,2018,14,Italian Grand Prix,2018-09-02
27,N HULKENBERG,HUL,hulkenberg,Renault,FFF500,renault,Nico,Hulkenberg,Nico Hulkenberg,,,14.0,,,0 days 00:01:21.801000,,,,,,,2018,14,Italian Grand Prix,2018-09-02
3,D RICCIARDO,RIC,ricciardo,Red Bull Racing,1E41FF,red_bull,Daniel,Ricciardo,Daniel Ricciardo,,,15.0,,,0 days 00:01:21.280000,,,,,,,2018,14,Italian Grand Prix,2018-09-02
11,S PEREZ,PER,perez,Racing Point,f596c8,force_india,Sergio,Perez,Sergio Perez,,,16.0,,,0 days 00:01:21.888000,,,,,,,2018,14,Italian Grand Prix,2018-09-02
16,C LECLERC,LEC,leclerc,Sauber,9B0000,sauber,Charles,Leclerc,Charles Leclerc,,,17.0,,,0 days 00:01:21.889000,,,,,,,2018,14,Italian Grand Prix,2018-09-02
28,B HARTLEY,HAR,brendon_hartley,Toro Rosso,469BFF,toro_rosso,Brendon,Hartley,Brendon Hartley,,,18.0,,,0 days 00:01:21.934000,,,,,,,2018,14,Italian Grand Prix,2018-09-02
9,M ERICSSON,ERI,ericsson,Sauber,9B0000,sauber,Marcus,Ericsson,Marcus Ericsson,,,19.0,,,0 days 00:01:22.048000,,,,,,,2018,14,Italian Grand Prix,2018-09-02
2,S VANDOORNE,VAN,vandoorne,McLaren,FF8700,mclaren,Stoffel,Vandoorne,Stoffel Vandoorne,,,20.0,,,0 days 00:01:22.085000,,,,,,,2018,14,Italian Grand Prix,2018-09-02
44,L HAMILTON,HAM,hamilton,Mercedes,00D2BE,mercedes,Lewis,Hamilton,Lewis Hamilton,,,1.0,,,0 days 00:01:39.403000,0 days 00:01:37.344000,0 days 00:01:36.015000,,,,,2018,15,Singapore Grand Prix,2018-09-16
33,M VERSTAPPEN,VER,max_verstappen,Red Bull Racing,1E41FF,red_bull,Max,Verstappen,Max Verstappen,,,2.0,,,0 days 00:01:38.751000,0 days 00:01:37.214000,0 days 00:01:36.334000,,,,,2018,15,Singapore Grand Prix,2018-09-16
5,S VETTEL,VET,vettel,Ferrari,DC0000,ferrari,Sebastian,Vettel,Sebastian Vettel,,,3.0,,,0 days 00:01:38.218000,0 days 00:01:37.876000,0 days 00:01:36.628000,,,,,2018,15,Singapore Grand Prix,2018-09-16
77,V BOTTAS,BOT,bottas,Mercedes,00D2BE,mercedes,Valtteri,Bottas,Valtteri Bottas,,,4.0,,,0 days 00:01:39.291000,0 days 00:01:37.254000,0 days 00:01:36.702000,,,,,2018,15,Singapore Grand Prix,2018-09-16
7,K RAIKKONEN,RAI,raikkonen,Ferrari,DC0000,ferrari,Kimi,Räikkönen,Kimi Räikkönen,,,5.0,,,0 days 00:01:38.534000,0 days 00:01:37.194000,0 days 00:01:36.794000,,,,,2018,15,Singapore Grand Prix,2018-09-16
3,D RICCIARDO,RIC,ricciardo,Red Bull Racing,1E41FF,red_bull,Daniel,Ricciardo,Daniel Ricciardo,,,6.0,,,0 days 00:01:38.153000,0 days 00:01:37.406000,0 days 00:01:36.996000,,,,,2018,15,Singapore Grand Prix,2018-09-16
11,S PEREZ,PER,perez,Racing Point,f596c8,force_india,Sergio,Perez,Sergio Perez,,,7.0,,,0 days 00:01:38.814000,0 days 00:01:38.342000,0 days 00:01:37.985000,,,,,2018,15,Singapore Grand Prix,2018-09-16
8,R GROSJEAN,GRO,grosjean,Haas F1 Team,828282,haas,Romain,Grosjean,Romain Grosjean,,,8.0,,,0 days 00:01:38.685000,0 days 00:01:38.367000,0 days 00:01:38.320000,,,,,2018,15,Singapore Grand Prix,2018-09-16
31,E OCON,OCO,ocon,Racing Point,f596c8,force_india,Esteban,Ocon,Esteban Ocon,,,9.0,,,0 days 00:01:38.912000,0 days 00:01:38.534000,0 days 00:01:38.365000,,,,,2018,15,Singapore Grand Prix,2018-09-16
27,N HULKENBERG,HUL,hulkenberg,Renault,FFF500,renault,Nico,Hulkenberg,Nico Hulkenberg,,,10.0,,,0 days 00:01:38.932000,0 days 00:01:38.450000,0 days 00:01:38.588000,,,,,2018,15,Singapore Grand Prix,2018-09-16
14,F ALONSO,ALO,alonso,McLaren,FF8700,mclaren,Fernando,Alonso,Fernando Alonso,,,11.0,,,0 days 00:01:39.022000,0 days 00:01:38.641000,,,,,,2018,15,Singapore Grand Prix,2018-09-16
55,C SAINZ,SAI,sainz,Renault,FFF500,renault,Carlos,Sainz,Carlos Sainz,,,12.0,,,0 days 00:01:39.103000,0 days 00:01:38.716000,,,,,,2018,15,Singapore Grand Prix,2018-09-16
16,C LECLERC,LEC,leclerc,Sauber,9B0000,sauber,Charles,Leclerc,Charles Leclerc,,,13.0,,,0 days 00:01:39.206000,0 days 00:01:38.747000,,,,,,2018,15,Singapore Grand Prix,2018-09-16
9,M ERICSSON,ERI,ericsson,Sauber,9B0000,sauber,Marcus,Ericsson,Marcus Ericsson,,,14.0,,,0 days 00:01:39.366000,0 days 00:01:39.453000,,,,,,2018,15,Singapore Grand Prix,2018-09-16
10,P GASLY,GAS,gasly,Toro Rosso,469BFF,toro_rosso,Pierre,Gasly,Pierre Gasly,,,15.0,,,0 days 00:01:39.614000,0 days 00:01:39.691000,,,,,,2018,15,Singapore Grand Prix,2018-09-16
20,K MAGNUSSEN,MAG,kevin_magnussen,Haas F1 Team,828282,haas,Kevin,Magnussen,Kevin Magnussen,,,16.0,,,0 days 00:01:39.644000,,,,,,,2018,15,Singapore Grand Prix,2018-09-16
28,B HARTLEY,HAR,brendon_hartley,Toro Rosso,469BFF,toro_rosso,Brendon,Hartley,Brendon Hartley,,,17.0,,,0 days 00:01:39.809000,,,,,,,2018,15,Singapore Grand Prix,2018-09-16
2,S VANDOORNE,VAN,vandoorne,McLaren,FF8700,mclaren,Stoffel,Vandoorne,Stoffel Vandoorne,,,18.0,,,0 days 00:01:39.864000,,,,,,,2018,15,Singapore Grand Prix,2018-09-16
35,S SIROTKIN,SIR,sirotkin,Williams,FFFFFF,williams,Sergey,Sirotkin,Sergey Sirotkin,,,19.0,,,0 days 00:01:41.263000,,,,,,,2018,15,Singapore Grand Prix,2018-09-16
18,L STROLL,STR,stroll,Williams,FFFFFF,williams,Lance,Stroll,Lance Stroll,,,20.0,,,0 days 00:01:41.334000,,,,,,,2018,15,Singapore Grand Prix,2018-09-16
77,V BOTTAS,BOT,bottas,Mercedes,00D2BE,mercedes,Valtteri,Bottas,Valtteri Bottas,,,1.0,,,0 days 00:01:32.964000,0 days 00:01:32.744000,0 days 00:01:31.387000,,,,,2018,16,Russian Grand Prix,2018-09-30
44,L HAMILTON,HAM,hamilton,Mercedes,00D2BE,mercedes,Lewis,Hamilton,Lewis Hamilton,,,2.0,,,0 days 00:01:32.410000,0 days 00:01:32.595000,0 days 00:01:31.532000,,,,,2018,16,Russian Grand Prix,2018-09-30
5,S VETTEL,VET,vettel,Ferrari,DC0000,ferrari,Sebastian,Vettel,Sebastian Vettel,,,3.0,,,0 days 00:01:33.476000,0 days 00:01:33.045000,0 days 00:01:31.943000,,,,,2018,16,Russian Grand Prix,2018-09-30
7,K RAIKKONEN,RAI,raikkonen,Ferrari,DC0000,ferrari,Kimi,Räikkönen,Kimi Räikkönen,,,4.0,,,0 days 00:01:33.341000,0 days 00:01:33.065000,0 days 00:01:32.237000,,,,,2018,16,Russian Grand Prix,2018-09-30
20,K MAGNUSSEN,MAG,kevin_magnussen,Haas F1 Team,828282,haas,Kevin,Magnussen,Kevin Magnussen,,,5.0,,,0 days 00:01:34.078000,0 days 00:01:33.747000,0 days 00:01:33.181000,,,,,2018,16,Russian Grand Prix,2018-09-30
31,E OCON,OCO,ocon,Racing Point,f596c8,force_india,Esteban,Ocon,Esteban Ocon,,,6.0,,,0 days 00:01:34.290000,0 days 00:01:33.596000,0 days 00:01:33.413000,,,,,2018,16,Russian Grand Prix,2018-09-30
16,C LECLERC,LEC,leclerc,Sauber,9B0000,sauber,Charles,Leclerc,Charles Leclerc,,,7.0,,,0 days 00:01:33.924000,0 days 00:01:33.488000,0 days 00:01:33.419000,,,,,2018,16,Russian Grand Prix,2018-09-30
11,S PEREZ,PER,perez,Racing Point,f596c8,force_india,Sergio,Perez,Sergio Perez,,,8.0,,,0 days 00:01:34.084000,0 days 00:01:33.923000,0 days 00:01:33.563000,,,,,2018,16,Russian Grand Prix,2018-09-30
8,R GROSJEAN,GRO,grosjean,Haas F1 Team,828282,haas,Romain,Grosjean,Romain Grosjean,,,9.0,,,0 days 00:01:34.022000,0 days 00:01:33.517000,0 days 00:01:33.704000,,,,,2018,16,Russian Grand Prix,2018-09-30
9,M ERICSSON,ERI,ericsson,Sauber,9B0000,sauber,Marcus,Ericsson,Marcus Ericsson,,,10.0,,,0 days 00:01:34.170000,0 days 00:01:33.995000,0 days 00:01:35.196000,,,,,2018,16,Russian Grand Prix,2018-09-30
33,M VERSTAPPEN,VER,max_verstappen,Red Bull Racing,1E41FF,red_bull,Max,Verstappen,Max Verstappen,,,11.0,,,0 days 00:01:33.048000,,,,,,,2018,16,Russian Grand Prix,2018-09-30
3,D RICCIARDO,RIC,ricciardo,Red Bull Racing,1E41FF,red_bull,Daniel,Ricciardo,Daniel Ricciardo,,,12.0,,,0 days 00:01:33.247000,,,,,,,2018,16,Russian Grand Prix,2018-09-30
10,P GASLY,GAS,gasly,Toro Rosso,469BFF,toro_rosso,Pierre,Gasly,Pierre Gasly,,,13.0,,,0 days 00:01:34.383000,,,,,,,2018,16,Russian Grand Prix,2018-09-30
55,C SAINZ,SAI,sainz,Renault,FFF500,renault,Carlos,Sainz,Carlos Sainz,,,14.0,,,0 days 00:01:34.626000,,,,,,,2018,16,Russian Grand Prix,2018-09-30
27,N HULKENBERG,HUL,hulkenberg,Renault,FFF500,renault,Nico,Hulkenberg,Nico Hulkenberg,,,15.0,,,0 days 00:01:34.655000,,,,,,,2018,16,Russian Grand Prix,2018-09-30
28,B HARTLEY,HAR,brendon_hartley,Toro Rosso,469BFF,toro_rosso,Brendon,Hartley,Brendon Hartley,,,16.0,,,0 days 00:01:35.037000,,,,,,,2018,16,Russian Grand Prix,2018-09-30
14,F ALONSO,ALO,alonso,McLaren,FF8700,mclaren,Fernando,Alonso,Fernando Alonso,,,17.0,,,0 days 00:01:35.504000,,,,,,,2018,16,Russian Grand Prix,2018-09-30
35,S SIROTKIN,SIR,sirotkin,Williams,FFFFFF,williams,Sergey,Sirotkin,Sergey Sirotkin,,,18.0,,,0 days 00:01:35.612000,,,,,,,2018,16,Russian Grand Prix,2018-09-30
2,S VANDOORNE,VAN,vandoorne,McLaren,FF8700,mclaren,Stoffel,Vandoorne,Stoffel Vandoorne,,,19.0,,,0 days 00:01:35.977000,,,,,,,2018,16,Russian Grand Prix,2018-09-30
18,L STROLL,STR,stroll,Williams,FFFFFF,williams,Lance,Stroll,Lance Stroll,,,20.0,,,0 days 00:01:36.437000,,,,,,,2018,16,Russian Grand Prix,2018-09-30
44,L HAMILTON,HAM,hamilton,Mercedes,00D2BE,mercedes,Lewis,Hamilton,Lewis Hamilton,,,1.0,,,0 days 00:01:28.702000,0 days 00:01:28.017000,0 days 00:01:27.760000,,,,,2018,17,Japanese Grand Prix,2018-10-07
77,V BOTTAS,BOT,bottas,Mercedes,00D2BE,mercedes,Valtteri,Bottas,Valtteri Bottas,,,2.0,,,0 days 00:01:29.297000,0 days 00:01:27.987000,0 days 00:01:28.059000,,,,,2018,17,Japanese Grand Prix,2018-10-07
33,M VERSTAPPEN,VER,max_verstappen,Red Bull Racing,1E41FF,red_bull,Max,Verstappen,Max Verstappen,,,3.0,,,0 days 00:01:29.480000,0 days 00:01:28.849000,0 days 00:01:29.057000,,,,,2018,17,Japanese Grand Prix,2018-10-07
7,K RAIKKONEN,RAI,raikkonen,Ferrari,DC0000,ferrari,Kimi,Räikkönen,Kimi Räikkönen,,,4.0,,,0 days 00:01:29.631000,0 days 00:01:28.595000,0 days 00:01:29.521000,,,,,2018,17,Japanese Grand Prix,2018-10-07
8,R GROSJEAN,GRO,grosjean,Haas F1 Team,828282,haas,Romain,Grosjean,Romain Grosjean,,,5.0,,,0 days 00:01:29.724000,0 days 00:01:29.678000,0 days 00:01:29.761000,,,,,2018,17,Japanese Grand Prix,2018-10-07
28,B HARTLEY,HAR,brendon_hartley,Toro Rosso,469BFF,toro_rosso,Brendon,Hartley,Brendon Hartley,,,6.0,,,0 days 00:01:30.248000,0 days 00:01:29.848000,0 days 00:01:30.023000,,,,,2018,17,Japanese Grand Prix,2018-10-07
10,P GASLY,GAS,gasly,Toro Rosso,469BFF,toro_rosso,Pierre,Gasly,Pierre Gasly,,,7.0,,,0 days 00:01:30.137000,0 days 00:01:29.810000,0 days 00:01:30.093000,,,,,2018,17,Japanese Grand Prix,2018-10-07
31,E OCON,OCO,ocon,Racing Point,f596c8,force_india,Esteban,Ocon,Esteban Ocon,,,8.0,,,0 days 00:01:29.899000,0 days 00:01:29.538000,0 days 00:01:30.126000,,,,,2018,17,Japanese Grand Prix,2018-10-07
5,S VETTEL,VET,vettel,Ferrari,DC0000,ferrari,Sebastian,Vettel,Sebastian Vettel,,,9.0,,,0 days 00:01:29.049000,0 days 00:01:28.279000,0 days 00:01:32.192000,,,,,2018,17,Japanese Grand Prix,2018-10-07
11,S PEREZ,PER,perez,Racing Point,f596c8,force_india,Sergio,Perez,Sergio Perez,,,10.0,,,0 days 00:01:30.247000,0 days 00:01:29.567000,0 days 00:01:37.229000,,,,,2018,17,Japanese Grand Prix,2018-10-07
16,C LECLERC,LEC,leclerc,Sauber,9B0000,sauber,Charles,Leclerc,Charles Leclerc,,,11.0,,,0 days 00:01:29.706000,0 days 00:01:29.864000,,,,,,2018,17,Japanese Grand Prix,2018-10-07
20,K MAGNUSSEN,MAG,kevin_magnussen,Haas F1 Team,828282,haas,Kevin,Magnussen,Kevin Magnussen,,,12.0,,,0 days 00:01:30.219000,0 days 00:01:30.226000,,,,,,2018,17,Japanese Grand Prix,2018-10-07
55,C SAINZ,SAI,sainz,Renault,FFF500,renault,Carlos,Sainz,Carlos Sainz,,,13.0,,,0 days 00:01:30.236000,0 days 00:01:30.490000,,,,,,2018,17,Japanese Grand Prix,2018-10-07
18,L STROLL,STR,stroll,Williams,FFFFFF,williams,Lance,Stroll,Lance Stroll,,,14.0,,,0 days 00:01:30.317000,0 days 00:01:30.714000,,,,,,2018,17,Japanese Grand Prix,2018-10-07
3,D RICCIARDO,RIC,ricciardo,Red Bull Racing,1E41FF,red_bull,Daniel,Ricciardo,Daniel Ricciardo,,,15.0,,,0 days 00:01:29.806000,,,,,,,2018,17,Japanese Grand Prix,2018-10-07
27,N HULKENBERG,HUL,hulkenberg,Renault,FFF500,renault,Nico,Hulkenberg,Nico Hulkenberg,,,16.0,,,0 days 00:01:30.361000,,,,,,,2018,17,Japanese Grand Prix,2018-10-07
35,S SIROTKIN,SIR,sirotkin,Williams,FFFFFF,williams,Sergey,Sirotkin,Sergey Sirotkin,,,17.0,,,0 days 00:01:30.372000,,,,,,,2018,17,Japanese Grand Prix,2018-10-07
14,F ALONSO,ALO,alonso,McLaren,FF8700,mclaren,Fernando,Alonso,Fernando Alonso,,,18.0,,,0 days 00:01:30.573000,,,,,,,2018,17,Japanese Grand Prix,2018-10-07
2,S VANDOORNE,VAN,vandoorne,McLaren,FF8700,mclaren,Stoffel,Vandoorne,Stoffel Vandoorne,,,19.0,,,0 days 00:01:31.041000,,,,,,,2018,17,Japanese Grand Prix,2018-10-07
9,M ERICSSON,ERI,ericsson,Sauber,9B0000,sauber,Marcus,Ericsson,Marcus Ericsson,,,20.0,,,0 days 00:01:31.213000,,,,,,,2018,17,Japanese Grand Prix,2018-10-07
44,L HAMILTON,HAM,hamilton,Mercedes,00D2BE,mercedes,Lewis,Hamilton,Lewis Hamilton,,,1.0,,,0 days 00:01:34.130000,0 days 00:01:33.480000,0 days 00:01:32.237000,,,,,2018,18,United States Grand Prix,2018-10-21
5,S VETTEL,VET,vettel,Ferrari,DC0000,ferrari,Sebastian,Vettel,Sebastian Vettel,,,2.0,,,0 days 00:01:34.569000,0 days 00:01:33.079000,0 days 00:01:32.298000,,,,,2018,18,United States Grand Prix,2018-10-21
7,K RAIKKONEN,RAI,raikkonen,Ferrari,DC0000,ferrari,Kimi,Räikkönen,Kimi Räikkönen,,,3.0,,,0 days 00:01:34.703000,0 days 00:01:32.884000,0 days 00:01:32.307000,,,,,2018,18,United States Grand Prix,2018-10-21
77,V BOTTAS,BOT,bottas,Mercedes,00D2BE,mercedes,Valtteri,Bottas,Valtteri Bottas,,,4.0,,,0 days 00:01:34.518000,0 days 00:01:33.702000,0 days 00:01:32.616000,,,,,2018,18,United States Grand Prix,2018-10-21
3,D RICCIARDO,RIC,ricciardo,Red Bull Racing,1E41FF,red_bull,Daniel,Ricciardo,Daniel Ricciardo,,,5.0,,,0 days 00:01:34.755000,0 days 00:01:34.185000,0 days 00:01:33.494000,,,,,2018,18,United States Grand Prix,2018-10-21
31,E OCON,OCO,ocon,Racing Point,f596c8,force_india,Esteban,Ocon,Esteban Ocon,,,6.0,,,0 days 00:01:34.876000,0 days 00:01:34.522000,0 days 00:01:34.145000,,,,,2018,18,United States Grand Prix,2018-10-21
27,N HULKENBERG,HUL,hulkenberg,Renault,FFF500,renault,Nico,Hulkenberg,Nico Hulkenberg,,,7.0,,,0 days 00:01:34.932000,0 days 00:01:34.564000,0 days 00:01:34.215000,,,,,2018,18,United States Grand Prix,2018-10-21
8,R GROSJEAN,GRO,grosjean,Haas F1 Team,828282,haas,Romain,Grosjean,Romain Grosjean,,,8.0,,,0 days 00:01:34.892000,0 days 00:01:34.419000,0 days 00:01:34.250000,,,,,2018,18,United States Grand Prix,2018-10-21
16,C LECLERC,LEC,leclerc,Sauber,9B0000,sauber,Charles,Leclerc,Charles Leclerc,,,9.0,,,0 days 00:01:35.069000,0 days 00:01:34.255000,0 days 00:01:34.420000,,,,,2018,18,United States Grand Prix,2018-10-21
11,S PEREZ,PER,perez,Racing Point,f596c8,force_india,Sergio,Perez,Sergio Perez,,,10.0,,,0 days 00:01:35.193000,0 days 00:01:34.525000,0 days 00:01:34.594000,,,,,2018,18,United States Grand Prix,2018-10-21
55,C SAINZ,SAI,sainz,Renault,FFF500,renault,Carlos,Sainz,Carlos Sainz,,,11.0,,,0 days 00:01:34.891000,0 days 00:01:34.566000,,,,,,2018,18,United States Grand Prix,2018-10-21
20,K MAGNUSSEN,MAG,kevin_magnussen,Haas F1 Team,828282,haas,Kevin,Magnussen,Kevin Magnussen,,,12.0,,,0 days 00:01:34.972000,0 days 00:01:34.732000,,,,,,2018,18,United States Grand Prix,2018-10-21
10,P GASLY,GAS,gasly,Toro Rosso,469BFF,toro_rosso,Pierre,Gasly,Pierre Gasly,,,13.0,,,0 days 00:01:34.850000,,,,,,,2018,18,United States Grand Prix,2018-10-21
28,B HARTLEY,HAR,brendon_hartley,Toro Rosso,469BFF,toro_rosso,Brendon,Hartley,Brendon Hartley,,,14.0,,,0 days 00:01:35.206000,,,,,,,2018,18,United States Grand Prix,2018-10-21
33,M VERSTAPPEN,VER,max_verstappen,Red Bull Racing,1E41FF,red_bull,Max,Verstappen,Max Verstappen,,,15.0,,,0 days 00:01:34.766000,,,,,,,2018,18,United States Grand Prix,2018-10-21
14,F ALONSO,ALO,alonso,McLaren,FF8700,mclaren,Fernando,Alonso,Fernando Alonso,,,16.0,,,0 days 00:01:35.294000,,,,,,,2018,18,United States Grand Prix,2018-10-21
35,S SIROTKIN,SIR,sirotkin,Williams,FFFFFF,williams,Sergey,Sirotkin,Sergey Sirotkin,,,17.0,,,0 days 00:01:35.362000,,,,,,,2018,18,United States Grand Prix,2018-10-21
18,L STROLL,STR,stroll,Williams,FFFFFF,williams,Lance,Stroll,Lance Stroll,,,18.0,,,0 days 00:01:35.480000,,,,,,,2018,18,United States Grand Prix,2018-10-21
9,M ERICSSON,ERI,ericsson,Sauber,9B0000,sauber,Marcus,Ericsson,Marcus Ericsson,,,19.0,,,0 days 00:01:35.536000,,,,,,,2018,18,United States Grand Prix,2018-10-21
2,S VANDOORNE,VAN,vandoorne,McLaren,FF8700,mclaren,Stoffel,Vandoorne,Stoffel Vandoorne,,,20.0,,,0 days 00:01:35.735000,,,,,,,2018,18,United States Grand Prix,2018-10-21
3,D RICCIARDO,RIC,ricciardo,Red Bull Racing,1E41FF,red_bull,Daniel,Ricciardo,Daniel Ricciardo,,,1.0,,,0 days 00:01:15.866000,0 days 00:01:15.845000,0 days 00:01:14.759000,,,,,2018,19,Mexican Grand Prix,2018-10-28
33,M VERSTAPPEN,VER,max_verstappen,Red Bull Racing,1E41FF,red_bull,Max,Verstappen,Max Verstappen,,,2.0,,,0 days 00:01:15.756000,0 days 00:01:15.640000,0 days 00:01:14.785000,,,,,2018,19,Mexican Grand Prix,2018-10-28
44,L HAMILTON,HAM,hamilton,Mercedes,00D2BE,mercedes,Lewis,Hamilton,Lewis Hamilton,,,3.0,,,0 days 00:01:15.673000,0 days 00:01:15.644000,0 days 00:01:14.894000,,,,,2018,19,Mexican Grand Prix,2018-10-28
5,S VETTEL,VET,vettel,Ferrari,DC0000,ferrari,Sebastian,Vettel,Sebastian Vettel,,,4.0,,,0 days 00:01:16.089000,0 days 00:01:15.715000,0 days 00:01:14.970000,,,,,2018,19,Mexican Grand Prix,2018-10-28
77,V BOTTAS,BOT,bottas,Mercedes,00D2BE,mercedes,Valtteri,Bottas,Valtteri Bottas,,,5.0,,,0 days 00:01:15.580000,0 days 00:01:15.923000,0 days 00:01:15.160000,,,,,2018,19,Mexican Grand Prix,2018-10-28
7,K RAIKKONEN,RAI,raikkonen,Ferrari,DC0000,ferrari,Kimi,Räikkönen,Kimi Räikkönen,,,6.0,,,0 days 00:01:16.446000,0 days 00:01:15.996000,0 days 00:01:15.330000,,,,,2018,19,Mexican Grand Prix,2018-10-28
27,N HULKENBERG,HUL,hulkenberg,Renault,FFF500,renault,Nico,Hulkenberg,Nico Hulkenberg,,,7.0,,,0 days 00:01:16.498000,0 days 00:01:16.126000,0 days 00:01:15.827000,,,,,2018,19,Mexican Grand Prix,2018-10-28
55,C SAINZ,SAI,sainz,Renault,FFF500,renault,Carlos,Sainz,Carlos Sainz,,,8.0,,,0 days 00:01:16.813000,0 days 00:01:16.188000,0 days 00:01:16.084000,,,,,2018,19,Mexican Grand Prix,2018-10-28
16,C LECLERC,LEC,leclerc,Sauber,9B0000,sauber,Charles,Leclerc,Charles Leclerc,,,9.0,,,0 days 00:01:16.862000,0 days 00:01:16.320000,0 days 00:01:16.189000,,,,,2018,19,Mexican Grand Prix,2018-10-28
9,M ERICSSON,ERI,ericsson,Sauber,9B0000,sauber,Marcus,Ericsson,Marcus Ericsson,,,10.0,,,0 days 00:01:16.701000,0 days 00:01:16.633000,0 days 00:01:16.513000,,,,,2018,19,Mexican Grand Prix,2018-10-28
31,E OCON,OCO,ocon,Racing Point,f596c8,force_india,Esteban,Ocon,Esteban Ocon,,,11.0,,,0 days 00:01:16.252000,0 days 00:01:16.844000,,,,,,2018,19,Mexican Grand Prix,2018-10-28
14,F ALONSO,ALO,alonso,McLaren,FF8700,mclaren,Fernando,Alonso,Fernando Alonso,,,12.0,,,0 days 00:01:16.857000,0 days 00:01:16.871000,,,,,,2018,19,Mexican Grand Prix,2018-10-28
11,S PEREZ,PER,perez,Racing Point,f596c8,force_india,Sergio,Perez,Sergio Perez,,,13.0,,,0 days 00:01:16.242000,0 days 00:01:17.167000,,,,,,2018,19,Mexican Grand Prix,2018-10-28
